ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
FANS,NLP,NELSPRUIT,NELSPRUIT,SOUTH AFRICA,-25.500999999999998,30.913
FANV,,,NIEUWOUDTVILLE,SOUTH AFRICA,0.0,0.0
FANY,,NYLSTROOM,NYLSTROOM,SOUTH AFRICA,-24.686,28.435
FAOA,OND,,ONDANGWA,NAMIBIA,0.0,0.0
FAOB,,OVERBERG,OVERBERG,SOUTH AFRICA,-34.555,20.25
FAOD,,,ODENDAALSRUS,SOUTH AFRICA,0.0,0.0
FAOE,,,OMEGA,NAMIBIA,0.0,0.0
FAOF,,,OLIFANTSHOEK,SOUTH AFRICA,0.0,0.0
FAOG,OMD,,ORANJEMUND,NAMIBIA,0.0,0.0
FAOH,DUH,OUDTSHOORN,OUDTSHOORN,SOUTH AFRICA,-33.607,22.189
FAOI,,,ORIENT,SOUTH AFRICA,0.0,0.0
FAOJ,,,OUTJO,NAMIBIA,0.0,0.0
FAOK,,,OKAKARARA,NAMIBIA,0.0,0.0
FAOL,,,OTHAWA,SOUTH AFRICA,0.0,0.0
FAON,,,OKAHANDJA,NAMIBIA,0.0,0.0
FAOO,OKF,,OKAUKUEJO,NAMIBIA,0.0,0.0
FAOR,,,OLIFANTS RIVER BRIDGE,SOUTH AFRICA,0.0,0.0
FAOS,OHI,,OSHAKATI,NAMIBIA,0.0,0.0
FAOT,,,OTTOSDAL,SOUTH AFRICA,0.0,0.0
FAOU,,,OPERET,NAMIBIA,0.0,0.0
FAOV,,,OTAVI,NAMIBIA,0.0,0.0
FAOW,,,OTJIWARONGO,NAMIBIA,0.0,0.0
FAOY,,,ORKNEY,SOUTH AFRICA,0.0,0.0
FAPA,,,PORT ALFRED,SOUTH AFRICA,0.0,0.0
FAPB,,PIETERSBURG INTERNATIONAL,PIETERSBURG,SOUTH AFRICA,-23.845,29.459
FAPC,,,PRINCE ALBERT,SOUTH AFRICA,0.0,0.0
FAPD,,,POFADDER,SOUTH AFRICA,0.0,0.0
FAPE,PLZ,PORT ELIZABETH,PORT ELIZABETH,SOUTH AFRICA,-33.985,25.616999999999997
FAPF,,,PIET RETIEF,SOUTH AFRICA,0.0,0.0
FAPG,,PLETTENBERG BAY,PLETTENBERG BAY,SOUTH AFRICA,-34.09,23.328000000000003
FAPH,PHW,PHALABORWA,PHALABORWA,SOUTH AFRICA,-23.936999999999998,31.155
FAPI,PTG,PIETERSBURG MUNI,PIETERSBURG,SOUTH AFRICA,-23.926,29.484
FAPJ,,PORT ST JOHNS,PORT SAINT JOHNS,SOUTH AFRICA,-31.605999999999998,29.52
FAPK,,,PRIESKA,SOUTH AFRICA,0.0,0.0
FAPL,,,PONGOLA,SOUTH AFRICA,0.0,0.0
FAPM,PZB,PIETERMARITZBURG,PIETERMARITZBURG,SOUTH AFRICA,-29.649,30.399
FAPN,NTY,PILANESBERG,PILANESBERG,SOUTH AFRICA,-25.334,27.173000000000002
FAPO,,,PHILIPPOLIS,SOUTH AFRICA,0.0,0.0
FAPP,,POTGIETERSRUS,POTGIETERSRUS,SOUTH AFRICA,-24.23,28.984
FAPQ,,POMFRET,POMFRET,SOUTH AFRICA,-25.846999999999998,23.538
FAPS,,POTCHEFSTROOM,POTCHEFSTROOM,SOUTH AFRICA,-26.671,27.081999999999997
FAPT,,,POSTMASBURG,SOUTH AFRICA,0.0,0.0
FAPV,,,PETRUSVILLE,SOUTH AFRICA,0.0,0.0
FAPW,,,PIETERSRUS,SOUTH AFRICA,0.0,0.0
FAPY,,PARYS,PARYS,SOUTH AFRICA,-26.889,27.503
FAPZ,,,PROGRESS,SOUTH AFRICA,0.0,0.0
FAQT,UTW,QUEENSTOWN,QUEENSTOWN,SOUTH AFRICA,-31.92,26.881999999999998
FARB,RCB,RICHARDS BAY,RICHARD'S BAY,SOUTH AFRICA,-28.741,32.092
FARC,,,RUACANA,NAMIBIA,0.0,0.0
FARD,,,RIVERSDALE,SOUTH AFRICA,0.0,0.0
FARG,,RUSTENBURG,RUSTENBURG,SOUTH AFRICA,-25.644000000000002,27.271
FARH,,,REHOBOTH,NAMIBIA,0.0,0.0
FARI,,,REIVILO,SOUTH AFRICA,0.0,0.0
FARK,WVB,,WALVIS BAY,NAMIBIA,0.0,0.0
FARO,,,ROOIBERG,SOUTH AFRICA,0.0,0.0
FARP,,,ROSH PINAH,NAMIBIA,0.0,0.0
FARS,,ROBERTSON,ROBERTSON,SOUTH AFRICA,-33.812,19.903
FARU,NDU,,RUNDU,NAMIBIA,0.0,0.0
FARZ,,,REITZ,SOUTH AFRICA,0.0,0.0
FASA,,,SANI PASS,SOUTH AFRICA,0.0,0.0
FASB,SBU,SPRINGBOK,SPRINGBOK,SOUTH AFRICA,-29.689,17.939
FASC,,SECUNDA,SECUNDA,SOUTH AFRICA,-26.524,29.17
FASD,,SALDANHA VREDENBURG,SALDANHA,SOUTH AFRICA,-32.964,17.969
FASE,,,SANAE,SOUTH AFRICA,0.0,0.0
FASG,,,SCHWEIZER RENEKE,SOUTH AFRICA,0.0,0.0
FASH,,,STELLENBOSCH,SOUTH AFRICA,0.0,0.0
FASI,,SPRINGS,SPRINGS,SOUTH AFRICA,-26.248,28.398000000000003
FASK,,SWARTKOP,SWARTKOP,SOUTH AFRICA,-25.809,28.164
FASL,,,SUTHERLAND,SOUTH AFRICA,0.0,0.0
FASM,SWP,,SWAKOPMUND,NAMIBIA,0.0,0.0
FASN,,,SENEKAL,SOUTH AFRICA,0.0,0.0
FASO,,,STORMSRIVER,SOUTH AFRICA,0.0,0.0
FASP,,,SIR LOWRY'S PASS,SOUTH AFRICA,0.0,0.0
FASQ,,,SEAGULLS,SOUTH AFRICA,0.0,0.0
FASR,,,STANDERTON,SOUTH AFRICA,0.0,0.0
FASS,SIS,SISHEN,SISHEN,SOUTH AFRICA,-27.648000000000003,22.999000000000002
FAST,,,SOMERSET EAST,SOUTH AFRICA,0.0,0.0
FASU,,SACE,SACE,SOUTH AFRICA,-25.961,29.209
FASV,,,SILVER MINE,SOUTH AFRICA,0.0,0.0
FASX,,,SWELLENDAM,SOUTH AFRICA,0.0,0.0
FASZ,SZK,SKUKUZA,SKUKUZA,SOUTH AFRICA,-24.961,31.589000000000002
FATB,,,THORNY BUSH GAME LODGE,SOUTH AFRICA,0.0,0.0
FATC,,,TRISTAN DA CUNHA ISL.,SOUTH AFRICA,0.0,0.0
FATF,,TOMMYS FLD,TOMMY'S FIELD,SOUTH AFRICA,-28.26,22.993000000000002
FATH,THY,P R MPHEPHU,THOHOYANDOU,SOUTH AFRICA,-23.079,30.383000000000003
FATK,,,TSUMKWE,NAMIBIA,0.0,0.0
FATM,TSB,,TSUMEB,NAMIBIA,0.0,0.0
FATN,TCU,THABA NCHU,THABA NCHU,BOPHUTHATSWANA,-29.319000000000003,26.823
FATP,,NEW TEMPE,BLOEMFONTEIN,SOUTH AFRICA,-29.033,26.156999999999996
FATR,,,TRENNERIES,SOUTH AFRICA,0.0,0.0
FATT,,TUTUKA POWER STATION,TUTUKA,SOUTH AFRICA,-26.776,29.339000000000002
FATZ,LTA,TZANEEN,TZANEEN,SOUTH AFRICA,-23.824,30.329
FAUC,,,ULCO,SOUTH AFRICA,0.0,0.0
FAUH,,,UITENHAGE,SOUTH AFRICA,0.0,0.0
FAUK,,,USAKOS,NAMIBIA,0.0,0.0
FAUL,ULD,PRINCE MANGOSUTHU BUTHELEZI,ULUNDI,SOUTH AFRICA,-28.320999999999998,31.416
FAUP,UTN,UPINGTON,UPINGTON,SOUTH AFRICA,-28.401,21.261
FAUR,,,ULTRECHT,SOUTH AFRICA,0.0,0.0
FAUS,,,UIS,NAMIBIA,0.0,0.0
FAUT,UTT,UMTATA,UMTATA,SOUTH AFRICA,-31.548000000000002,28.674
FAVA,,,VAALPUTS,SOUTH AFRICA,0.0,0.0
FAVB,VRU,VRYBURG,VRYBURG,SOUTH AFRICA,-26.982,24.729
FAVD,,,VREDE,SOUTH AFRICA,0.0,0.0
FAVE,,,VENTERSDORP,SOUTH AFRICA,0.0,0.0
FAVF,,,VERBORGENFONTEIN,SOUTH AFRICA,0.0,0.0
FAVG,VIR,VIRGINIA,DURBAN,SOUTH AFRICA,-29.771,31.058000000000003
FAVI,,,VON ABO'S VILLA,SOUTH AFRICA,0.0,0.0
FAVP,,VANDERBIJLPARK,VANDERBIJLPARK,SOUTH AFRICA,-26.691999999999997,27.778000000000002
FAVR,,VREDENDAL,VREDENDAL,SOUTH AFRICA,-31.641,18.545
FAVU,,,VOLKSRUST,SOUTH AFRICA,0.0,0.0
FAVV,,VEREENIGING,VEREENIGING,SOUTH AFRICA,-26.566,27.961
FAVW,,,VICTORIA WEST,SOUTH AFRICA,0.0,0.0
FAVY,VYD,VRYHEID,VRYHEID,SOUTH AFRICA,-27.787,30.795
FAWA,,,WARM BATH,SOUTH AFRICA,0.0,0.0
FAWB,PRY,WONDERBOOM,PRETORIA,SOUTH AFRICA,-25.654,28.224
FAWC,,,WORCESTER,SOUTH AFRICA,0.0,0.0
FAWD,,,WARDEN,SOUTH AFRICA,0.0,0.0
FAWE,WDH,,WINDHOEK,NAMIBIA,0.0,0.0
FAWH,,,WINDHOEK,NAMIBIA,0.0,0.0
FAWI,,WITBANK,WITBANK,SOUTH AFRICA,-25.831999999999997,29.191999999999997
FAWK,,WATERKLOOF AFB,WATERKLOOF,SOUTH AFRICA,-25.83,28.221999999999998
FAWL,,,WILLISTON,SOUTH AFRICA,0.0,0.0
FAWM,WEL,WELKOM,WELKOM,SOUTH AFRICA,-27.998,26.669
FAWN,,,WINBURG,SOUTH AFRICA,0.0,0.0
FAWO,,,WILLOWMORE,SOUTH AFRICA,0.0,0.0
FAWP,,,WEPENER,SOUTH AFRICA,0.0,0.0
FAWR,,,WAVECREST,SOUTH AFRICA,0.0,0.0
FAWS,,WESSELSBRON,WESSELSBRUNN,SOUTH AFRICA,-27.846999999999998,26.35
FAWT,,,WESTERBURG,SOUTH AFRICA,0.0,0.0
FAWY,,,WOLSELEY,SOUTH AFRICA,0.0,0.0
FAYP,,YSTERPLAAT,YSTERPLAAT,SOUTH AFRICA,-33.9,18.498
FAZA,,,ZASTRON,SOUTH AFRICA,0.0,0.0
FAZP,,,MAZEPPA,SOUTH AFRICA,0.0,0.0
FAZR,,ZEERUST,ZEERUST,SOUTH AFRICA,-25.599,26.041999999999998
FBCO,,,CAMP OKAVANGO,BOTSWANA,0.0,0.0
FBFT,FRW,FRANCISTOWN,FRANCISTOWN,BOTSWANA,-21.159000000000002,27.474
FBGM,,,GOMARE,BOTSWANA,0.0,0.0
FBGZ,GNZ,,GHANZI,BOTSWANA,0.0,0.0
FBJW,JWA,JWANENG,JWANENG,BOTSWANA,-24.601999999999997,24.691
FBKE,BBK,KASANE,KASANE,BOTSWANA,-17.833,25.162
FBKG,,,KANG,BOTSWANA,0.0,0.0
FBKR,KHW,,KHWAI RIVER LODGE,BOTSWANA,0.0,0.0
FBKY,,,KANYE,BOTSWANA,0.0,0.0
FBLO,,,LOBATSE,BOTSWANA,0.0,0.0
FBMG,,,MACHANENG,BOTSWANA,0.0,0.0
FBML,,,MOLEPOLOLE,BOTSWANA,0.0,0.0
FBMM,,,MAKALAMABEDI,BOTSWANA,0.0,0.0
FBMN,MUB,MAUN,MAUN,BOTSWANA,-19.972,23.430999999999997
FBMS,,,MOSETSE,BOTSWANA,0.0,0.0
FBNN,,,NOKANENG,BOTSWANA,0.0,0.0
FBNT,,,NATA,BOTSWANA,0.0,0.0
FBNW,,,GABORONE,BOTSWANA,0.0,0.0
FBOK,,,OKWA,BOTSWANA,0.0,0.0
FBOR,ORP,ORAPA,ORAPA,BOTSWANA,-21.266,25.32
FBPA,,,PANDAMATENGA,BOTSWANA,0.0,0.0
FBPY,,,PALAPYE,BOTSWANA,0.0,0.0
FBRK,,,RAKOPS,BOTSWANA,0.0,0.0
FBSD,,,SERONDELA,BOTSWANA,0.0,0.0
FBSK,GBE,SIR SERETSE KHAMA INTERNATIONAL,GABERONE,BOTSWANA,-24.555,25.918000000000003
FBSP,PKW,SELEBI PHIKWE,SELEBI-PHIKWE,BOTSWANA,-22.058000000000003,27.829
FBSR,,,SEROWE,BOTSWANA,0.0,0.0
FBSV,,,SAVUTI,BOTSWANA,0.0,0.0
FBSW,SWX,,SHAKAWE,BOTSWANA,0.0,0.0
FBTE,,,TSHANE,BOTSWANA,0.0,0.0
FBTL,TLD,,TULI LODGE,BOTSWANA,0.0,0.0
FBTS,TBY,,TSHABONG,BOTSWANA,0.0,0.0
FBXG,,,XUGANA,BOTSWANA,0.0,0.0
FBXX,,,XAXABA,BOTSWANA,0.0,0.0
FCBA,,,LA LOUILA,CONGO,0.0,0.0
FCBB,BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253
FCBD,DJM,,DJAMBALA,CONGO,0.0,0.0
FCBG,,,MADINGOU,CONGO,0.0,0.0
FCBK,KNJ,,KINDAMBA,CONGO,0.0,0.0
FCBL,LCO,,LAGUE,CONGO,0.0,0.0
FCBM,MUY,,MUYONDZI,CONGO,0.0,0.0
FCBO,,,M'POUYA,CONGO,0.0,0.0
FCBP,,,M'PASSA,CONGO,0.0,0.0
FCBS,SIB,,SIBITI,CONGO,0.0,0.0
FCBT,,,LOUTETE,CONGO,0.0,0.0
FCBU,,,AUBEVILLE,CONGO,0.0,0.0
FCBY,NKY,,N'KAYI,CONGO,0.0,0.0
FCBZ,,,ZANAGA,CONGO,0.0,0.0
FCMA,,,MAVINZA,CONGO,0.0,0.0
FCMB,,,N'ZIBA,CONGO,0.0,0.0
FCMD,,,VOUKA,CONGO,0.0,0.0
FCMF,,,LOUFOULA,CONGO,0.0,0.0
FCMG,,,GOKANGO,CONGO,0.0,0.0
FCMI,,,IROGO,CONGO,0.0,0.0
FCMK,,,KELE,CONGO,0.0,0.0
FCML,,,LEBOULOU,CONGO,0.0,0.0
FCMM,,,MOSSENDJO,CONGO,0.0,0.0
FCMN,,,N'GONGO,CONGO,0.0,0.0
FCMO,,,VOUKA,CONGO,0.0,0.0
FCMR,,,MARALA,CONGO,0.0,0.0
FCMS,,,NYANGA,CONGO,0.0,0.0
FCMT,,,BEKOL,CONGO,0.0,0.0
FCMY,,,MAYOKO,CONGO,0.0,0.0
FCMZ,,,N'ZABI,CONGO,0.0,0.0
FCOB,BOE,,BOUNDJI,CONGO,0.0,0.0
FCOE,EWO,,EWO,CONGO,0.0,0.0
FCOG,GMM,,GAMBOMA,CONGO,0.0,0.0
FCOI,ION,IMPFONDO,IMPFONDO,CONGO,1.589,18.047
FCOK,KEE,,KELLE,CONGO,0.0,0.0
FCOL,,,LOUKOLELA,CONGO,0.0,0.0
FCOM,MKJ,MAKOUA,MAKOUA,CONGO,-0.021,15.575
FCOO,FTX,OWANDO,OWANDO,CONGO,-0.531,15.95
FCOS,SOE,,SOUANKE,CONGO,0.0,0.0
FCOT,BTB,,BETOU,CONGO,0.0,0.0
FCOU,OUE,OUESSO,OUESSO,CONGO,1.6159999999999999,16.038
FCPA,KMK,MAKABANA,MAKABANA,CONGO,-3.483,12.617
FCPB,,,BANGAMBA,CONGO,0.0,0.0
FCPD,DIS,DOLISIE,LOUDIMA,CONGO,-4.208,12.661
FCPE,,,LEGANDA,CONGO,0.0,0.0
FCPG,,,KIBANGOU,CONGO,0.0,0.0
FCPI,,,VOUNDA,CONGO,0.0,0.0
FCPK,,,N'KOMO,CONGO,0.0,0.0
FCPL,DIS,,LOUBOMO,CONGO,0.0,0.0
FCPM,,,M'BAYA,CONGO,0.0,0.0
FCPN,,,NOUMBI,CONGO,0.0,0.0
FCPO,,,PEMO,CONGO,0.0,0.0
FCPP,PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886
FCPY,,,LOUKANYI,CONGO,0.0,0.0
FDGD,,,NHLANGANO,SWAZILAND,0.0,0.0
FDGL,,,LAVUMISA,SWAZILAND,0.0,0.0
FDMB,,,MBABANE,SWAZILAND,0.0,0.0
FDMH,,,MHLUME,SWAZILAND,0.0,0.0
FDMS,MTS,MATSAPHA,MANZINI,SWAZILAND,-26.529,31.308000000000003
FDST,,,SITEKI,SWAZILAND,0.0,0.0
FDTM,,,TAMBANKULU,SWAZILAND,0.0,0.0
FDTS,,,TSHANENI,SWAZILAND,0.0,0.0
FDU,,,KIMPANGU,ZAIRE,0.0,0.0
FDUB,,,UBOMBO,SWAZILAND,0.0,0.0
FEFA,,,ALINDAO,CENTRAL AFRICAN REP.,0.0,0.0
FEFB,MKI,,OBO,CENTRAL AFRICAN REP.,0.0,0.0
FEFF,BGF,BANGUI M POKO,BANGUI,CENTRAL AFRICAN REP.,4.398,18.519000000000002
FEFG,BGU,BANGASSOU,BANGASSOU,CENTRAL AFRICAN REP.,4.784,22.781
FEFI,IRO,BIRAO,BIRAO,CENTRAL AFRICAN REP.,10.236,22.717
FEFL,BEM,,BOSSEMBELE,CENTRAL AFRICAN REP.,0.0,0.0
FEFM,BBY,BAMBARI,BAMBARI,CENTRAL AFRICAN REP.,5.847,20.649
FEFN,NDL,NDELE,N'DELE,CENTRAL AFRICAN REP.,8.427,20.635
FEFO,BOP,BOUAR,BOUAR,CENTRAL AFRICAN REP.,5.957999999999999,15.637
FEFR,BIV,BRIA,BRIA,CENTRAL AFRICAN REP.,6.528,21.989
FEFS,BSN,,BOSSANGOA,CENTRAL AFRICAN REP.,0.0,0.0
FEFT,BBT,BERBERATI,BERBERATI,CENTRAL AFRICAN REP.,4.221,15.786
FEFY,AIG,YALINGA,YALINGA,CENTRAL AFRICAN REP.,45.153999999999996,-89.111
FEFZ,IMO,,ZEMIO,CENTRAL AFRICAN REP.,0.0,0.0
FEGZ,BOZ,,BOZOUM,CENTRAL AFRICAN REP.,0.0,0.0
FGBT,BSG,BATA,BATA,EQUATORIAL GUINEA,1.905,9.806000000000001
FGSL,SSG,MALABO,MALABO,EQUATORIAL GUINEA,3.755,8.709
FHAW,,ASCENSION AUX AF,WIDE AWAKE,ACORES,-7.968999999999999,-14.394
FIMP,MRU,SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL,PLAISANCE,MAURITIUS,-20.43,57.683
FIMR,RRG,PLAINE CORAIL,RODRIGUEZ ISLAND,MAURITIUS,-19.758,63.361999999999995
FJDG,,DIEGO GARCIA NSF,DIEGO GARCIA ISLAND,DIEGO GARCIA ISLAND,-7.313,72.411
FKAB,,,BANYO,CAMEROON,0.0,0.0
FKAF,,,BAFIA,CAMEROON,0.0,0.0
FKAG,,,AMBONG-M'BANG,CAMEROON,0.0,0.0
FKAL,,,LOMIE,CAMEROON,0.0,0.0
FKAN,,,N'KONGSAMBA,CAMEROON,0.0,0.0
FKAO,,,BETARE-OYA,CAMEROON,0.0,0.0
FKKB,KBI,,KRIBI,CAMEROON,0.0,0.0
FKKC,TKC,TIKO,TIKO,CAMEROON,4.0889999999999995,9.36
FKKD,DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719
FKKE,,,ESEKA,CAMEROON,0.0,0.0
FKKF,MMF,,MAMFE,CAMEROON,0.0,0.0
FKKG,BLC,,BALI,CAMEROON,0.0,0.0
FKKH,KLE,,KAELE,CAMEROON,0.0,0.0
FKKI,OUR,BATOURI,BATOURI,CAMEROON,4.473,14.364
FKKJ,GXX,,YAGOUA,CAMEROON,0.0,0.0
FKKL,MVR,MAROUA SALAK,MAROUA,CAMEROON,10.450999999999999,14.257
FKKM,FOM,FOUMBAN NKOUNJA,FOUMBAN,CAMEROON,5.6370000000000005,10.751
FKKN,NGE,NGAOUNDERE,N'GAOUNDERE,CAMEROON,7.357,13.559000000000001
FKKO,BTA,,BERTOUA,CAMEROON,0.0,0.0
FKKR,GOU,GAROUA,GAROUA,CAMEROON,9.336,13.37
FKKS,DSC,,DSCHANG,CAMEROON,0.0,0.0
FKKT,,,TIBATI,CAMEROON,0.0,0.0
FKKU,BFX,BAFOUSSAM,BAFOUSSAM,CAMEROON,5.537000000000001,10.354000000000001
FKKV,BPC,BAMENDA,BAMENDA,CAMEROON,6.039,10.123
FKKW,EBW,,EBOLOWA,CAMEROON,0.0,0.0
FKKY,YAO,YAOUNDE,YAOUNDE,CAMEROON,3.835,11.524000000000001
FLAT,,,KATETE,ZAMBIA,0.0,0.0
FLCH,,,CHOMA,ZAMBIA,0.0,0.0
FLCP,CIP,,CHIPATA,ZAMBIA,0.0,0.0
FLCS,,,CHINSALI,ZAMBIA,0.0,0.0
FLDE,,,DELKIN,ZAMBIA,0.0,0.0
FLEA,,,EAST ONE,ZAMBIA,0.0,0.0
FLEB,,,EAST TWO,ZAMBIA,0.0,0.0
FLEC,,,EAST THREE,ZAMBIA,0.0,0.0
FLED,,,EAST FOUR,ZAMBIA,0.0,0.0
FLEE,,,EAST FIVE,ZAMBIA,0.0,0.0
FLEF,,,EAST SIX,ZAMBIA,0.0,0.0
FLEG,,,EAST SEVEN,ZAMBIA,0.0,0.0
FLEH,,,EAST EIGHT,ZAMBIA,0.0,0.0
FLFW,,,FIWILA,ZAMBIA,0.0,0.0
FLGE,,,MUKINGE,ZAMBIA,0.0,0.0
FLGW,,,MPONGWE,ZAMBIA,0.0,0.0
FLIK,,,ISOKA,ZAMBIA,0.0,0.0
FLIS,,,IKAROS,ZAMBIA,0.0,0.0
FLKB,,,KAWAMBWA,ZAMBIA,0.0,0.0
FLKD,,,KALUNDU,ZAMBIA,0.0,0.0
FLKE,,KASOMPE,KASOMPE,ZAMBIA,-12.573,27.894000000000002
FLKG,,,KALENGWA,ZAIRE,0.0,0.0
FLKJ,,,KANJA,ZAMBIA,0.0,0.0
FLKK,,,KAKUMBI,ZAMBIA,0.0,0.0
FLKL,,KALABO,KALABO,ZAMBIA,-14.997,22.648000000000003
FLKO,,,KAOMA,ZAMBIA,0.0,0.0
FLKS,KAA,,KASAMA,ZAMBIA,0.0,0.0
FLKU,,,KANYAU,ZAMBIA,0.0,0.0
FLKW,,,KABWE,ZAMBIA,0.0,0.0
FLKY,ZKB,,KASABA BAY,ZAMBIA,0.0,0.0
FLKZ,,,LUKUZI,ZAMBIA,0.0,0.0
FLLA,,,LUANSHYA,ZAMBIA,0.0,0.0
FLLD,,,LUNDAZI,ZAMBIA,0.0,0.0
FLLI,LVI,LIVINGSTONE,LIVINGSTONE,ZAMBIA,-17.822,25.822
FLLK,,,LUKULU,ZAMBIA,0.0,0.0
FLLO,,,KALOMO,ZAIRE,0.0,0.0
FLLS,LUN,LUSAKA INTERNATIONAL,LUSAKA,ZAMBIA,-15.331,28.453000000000003
FLLU,,,LUAMPA,ZAMBIA,0.0,0.0
FLLY,,,LILAYI,ZAMBIA,0.0,0.0
FLMA,,MANSA,MANSA,ZAMBIA,-11.138,28.875
FLMB,,,MAAMBA,ZAMBIA,0.0,0.0
FLMD,,,MUSONDA FALLS,ZAMBIA,0.0,0.0
FLMF,MFU,MFUWE,MFUWE,ZAMBIA,-13.259,31.936
FLMG,,MONGU,MONGU,ZAMBIA,-15.254000000000001,23.162
FLMI,,,MUKONCHI,ZAMBIA,0.0,0.0
FLMK,,,MKUSHI,ZAMBIA,0.0,0.0
FLML,,MUFULIRA,MUFULIRA,ZAMBIA,-12.565,28.299
FLMM,,,MWAMI,ZAMBIA,0.0,0.0
FLMO,,,MONZE,ZAMBIA,0.0,0.0
FLMP,,,MPIKA,ZAMBIA,0.0,0.0
FLMT,,,MUTANDA,ZAMBIA,0.0,0.0
FLMU,,,MULOBEZI,ZAMBIA,0.0,0.0
FLMW,,,MWINILUNGA,ZAMBIA,0.0,0.0
FLMZ,,,MAZABUKA,ZAMBIA,0.0,0.0
FLNA,,,NGOMA,ZAIRE,0.0,0.0
FLND,NLA,NDOLA,NDOLA,ZAMBIA,-12.998,28.665
FLNL,,,NAMWALA,ZAMBIA,0.0,0.0
FLNY,,,NYIMBA,ZAMBIA,0.0,0.0
FLPA,,,KASEMPA,ZAMBIA,0.0,0.0
FLPE,,,PETAUKE,ZAMBIA,0.0,0.0
FLPK,,,MPOROKOSO,ZAMBIA,0.0,0.0
FLPO,,,KABOMPO,ZAMBIA,0.0,0.0
FLRG,,,RUSANGU,ZAMBIA,0.0,0.0
FLRO,,,ROSA,ZAMBIA,0.0,0.0
FLRU,,,RUFANSA,ZAMBIA,0.0,0.0
FLSA,,,ST. ANTHONY,ZAMBIA,0.0,0.0
FLSE,,,SERENJE,ZAMBIA,0.0,0.0
FLSH,,,SHIWAN'GANDU,ZAMBIA,0.0,0.0
FLSJ,,,SAKEJI,ZAMBIA,0.0,0.0
FLSM,,,ST. MARY'S,ZAMBIA,0.0,0.0
FLSN,,,SENANGA,ZAMBIA,0.0,0.0
FLSO,KIW,SOUTHDOWNS,SOUTHDOWNS,ZAMBIA,-12.9,28.15
FLSS,,,SESHEKE,ZAMBIA,0.0,0.0
FLSW,,,SOLWEZI,ZAMBIA,0.0,0.0
FLWA,,,WEST ONE,ZAMBIA,0.0,0.0
FLWB,,,WEST TWO,ZAMBIA,0.0,0.0
FLWC,,,WEST THREE,ZAMBIA,0.0,0.0
FLWD,,,WEST FOUR,ZAMBIA,0.0,0.0
FLWE,,,WEST FIVE,ZAMBIA,0.0,0.0
FLWF,,,WEST SIX,ZAMBIA,0.0,0.0
FLWG,,,WEST SEVEN,ZAMBIA,0.0,0.0
FLWW,,,WAKA WAKA,ZAMBIA,0.0,0.0
FLYA,,,SAMFYA,ZAMBIA,0.0,0.0
FLZB,,ZAMBEZI,ZAMBEZI,ZAMBIA,-13.539000000000001,23.11
FMCH,HAH,MORONI HAHAIA,MORONI,COMOROS ISLANDS,-11.534,43.272
FMCI,NWA,MOHELI BANDAR ES SALAM,MOHELI,COMOROS ISLANDS,-12.298,43.766000000000005
FMCN,YVA,MORONI ICONI,MORONI,COMOROS ISLANDS,-11.710999999999999,43.244
FMCV,AJN,ANJOUAN OUANI,ANJOUAN,COMOROS ISLANDS,-12.132,44.43
FMCZ,DZA,DZAOUDZI PAMANZI,DZAOUDZI,MAYOTTE ISLAND,-12.805,45.281000000000006
FMEE,RUN,ST DENIS GILLOT,ST.-DENIS,REUNION ISLAND,-20.886999999999997,55.51
FMEP,ZSE,ST PIERRE PIERREFONDS,ST.-PIERRE,REUNION ISLAND,-21.320999999999998,55.425
FMMC,WML,,MALAIMBRANDY,MADAGASCAR,0.0,0.0
FMME,ATJ,,ANTSIRABE,MADAGASCAR,0.0,0.0
FMMG,WAQ,,ANTSALOVA,MADAGASCAR,0.0,0.0
FMMH,VVB,,MAHANORO,MADAGASCAR,0.0,0.0
FMMI,TNR,ANTANANARIVO IVATO,ANTANANARIVO,MADAGASCAR,-18.797,47.479
FMMJ,,,AMBOHIJANAHARY,MADAGASCAR,0.0,0.0
FMMK,JVA,,ANKAVANDRA,MADAGASCAR,0.0,0.0
FMML,BMD,,BELO SUR TSIRIBIHINA,MADAGASCAR,0.0,0.0
FMMN,ZVA,MIANDRIVAZO,MIANDRIVAZO,MADAGASCAR,-19.563,45.451
FMMO,MXT,,MAINTIRANO,MADAGASCAR,0.0,0.0
FMMP,,,AMPARAFARAVOLA,MADAGASCAR,0.0,0.0
FMMQ,ILK,,ILAKA EAST,MADAGASCAR,0.0,0.0
FMMR,TVA,,MORAFENOBE,MADAGASCAR,0.0,0.0
FMMS,SMS,SAINTE MARIE,SAINTE MARIE,MADAGASCAR,-17.094,49.816
FMMT,TMM,TOAMASINA,TOAMASINA,MADAGASCAR,-18.109,49.391999999999996
FMMU,WTA,,TAMBOHORANO,MADAGASCAR,0.0,0.0
FMMV,MOQ,MORONDAVA,MORONDAVA,MADAGASCAR,-20.285,44.318000000000005
FMMX,WTS,,TSIROANOMANDIDY,MADAGASCAR,0.0,0.0
